JobNum,LotNum,DrawNum,PartDescription,TranQty,QtyCompleted,PhaseID,OrigProdQty,AQLAmount,AQLforTranQty
3492-04-1,NV14535,1553274,Precept Reduction Screw Load Ring,130.0,551.0,Load Ring,500.0,29.0,6.842105
3492-05-1,NV11390,1553266,Precept Breakoff CR Tulip,192.0,272.0,Tulip,250.0,20.0,14.117647
3492-05-1,NV11990,1553268,Precept Breakoff Extension,192.0,272.0,Extension,250.0,20.0,14.117647
3492-05-1,NV14641,1582022,Precept Poly Clip Ring,192.0,1100.0,Clip/Split Ring,1000.0,34.0,5.934545
3492-05-1,NV14642,1582023,Precept Poly C.R. Load Ring,192.0,580.0,Load Ring,500.0,29.0,9.6
3492-05-1,NV14699,1590480,7.5 x 45mm Precept Screw Shank,192.0,209.0,Shank,190.0,20.0,18.373206
3492-06-1,NV11446,1553268,Precept Breakoff Extension,27.0,275.0,Extension,250.0,20.0,1.963636
3492-06-1,NV12037,1553266,Precept Breakoff CR Tulip,27.0,275.0,Tulip,250.0,20.0,1.963636
3492-06-1,NV12277,1582023,Precept Poly C.R. Load Ring,26.0,550.0,Load Ring,500.0,29.0,1.370909
3492-06-1,NV13519,1590480,7.5 x 50mm Precept Screw Shank,26.0,278.0,Shank,250.0,20.0,1.870504
3492-06-1,NV14069,1582022,Precept Poly Clip Ring,26.0,1318.0,Clip/Split Ring,1000.0,34.0,0.670713
3492-07-1,NV12110,1582025,Precept Poly C.R. Tulip,27.0,550.0,Tulip,500.0,29.0,1.423636
3492-07-1,NV12269,1614500,5.5 x 35mm PRECEPT Fenestrated Screw Shank,27.0,192.0,Shank,175.0,20.0,2.8125
3492-07-1,NV14211,1582022,Precept Poly Clip Ring,27.0,1320.0,Clip/Split Ring,1000.0,34.0,0.695455
3492-07-1,NV14435,1582023,Precept Poly C.R. Load Ring,27.0,550.0,Load Ring,500.0,29.0,1.423636
3492-08-1,NV12112,1582025,Precept Poly C.R. Tulip,106.0,550.0,Tulip,200.0,20.0,3.854545
3492-08-1,NV12271,1614500,5.5 x 40mm PRECEPT Fenestrated Screw Shank,106.0,274.0,Shank,250.0,20.0,7.737226
3492-08-1,NV14164,1582023,Precept Poly C.R. Load Ring,106.0,549.0,Load Ring,500.0,29.0,5.599271
3492-08-1,NV14211,1582022,Precept Poly Clip Ring,106.0,1320.0,Clip/Split Ring,1000.0,34.0,2.730303
3492-09-1,NV12110,1582025,Precept Poly C.R. Tulip,28.0,550.0,Tulip,500.0,29.0,1.476364
3492-09-1,NV12277,1582023,Precept Poly C.R. Load Ring,36.0,550.0,Load Ring,500.0,29.0,1.898182
3492-09-1,NV12985,1614500,5.5 x 55mm PRECEPT Fenestrated Screw Shank,28.0,28.0,Shank,25.0,13.0,13.0
3492-09-1,NV14211,1582022,Precept Poly Clip Ring,28.0,1320.0,Clip/Split Ring,1000.0,34.0,0.721212
3492-10-1,NV12110,1582025,Precept Poly C.R. Tulip,27.0,550.0,Tulip,500.0,29.0,1.423636
3492-10-1,NV12336,1614560,6.5 x 35mm PRECEPT Fenestrated Screw Shank,27.0,55.0,Shank,50.0,13.0,6.381818
3492-10-1,NV14070,1582023,Precept Poly C.R. Load Ring,27.0,615.0,Load Ring,1000.0,34.0,1.492683
3492-10-1,NV14211,1582022,Precept Poly Clip Ring,27.0,1320.0,Clip/Split Ring,1000.0,34.0,0.695455
3492-11-1,NV12111,1582025,Precept Poly C.R. Tulip,52.0,540.0,Tulip,500.0,29.0,2.792593
3492-11-1,NV12427,1614560,6.5 x 45mm PRECEPT Fenestrated Screw Shank,52.0,132.0,Shank,115.0,13.0,5.121212
3492-11-1,NV14211,1582022,Precept Poly Clip Ring,52.0,1320.0,Clip/Split Ring,1000.0,34.0,1.339394
3492-11-1,NV14435,1582023,Precept Poly C.R. Load Ring,52.0,550.0,Load Ring,500.0,29.0,2.741818
3492-11-2,NV11949,1614560,6.5 x 45mm PRECEPT Fenestrated Screw Shank,49.0,194.0,Shank,175.0,20.0,5.051546
3492-11-2,NV12112,1582025,Precept Poly C.R. Tulip,49.0,550.0,Tulip,200.0,20.0,1.781818
3492-11-2,NV14164,1582023,Precept Poly C.R. Load Ring,49.0,549.0,Load Ring,500.0,29.0,2.588342
3492-11-2,NV14211,1582022,Precept Poly Clip Ring,49.0,1320.0,Clip/Split Ring,1000.0,34.0,1.262121
3492-11-3,NV12289,1582025,Precept Poly C.R. Tulip,55.0,720.0,Tulip,500.0,29.0,2.215278
3492-11-3,NV14211,1582022,Precept Poly Clip Ring,55.0,1320.0,Clip/Split Ring,1000.0,34.0,1.416667
3492-11-3,NV14420,1614560,6.5 x 45mm PRECEPT Fenestrated Screw Shank,55.0,88.0,Shank,69.0,13.0,8.125
3492-11-3,NV14435,1582023,Precept Poly C.R. Load Ring,55.0,550.0,Load Ring,500.0,29.0,2.9
3492-12-1,NV12112,1582025,Precept Poly C.R. Tulip,55.0,550.0,Tulip,200.0,20.0,2.0
3492-12-1,NV12338,1614560,6.5 x 55mm PRECEPT Fenestrated Screw Shank,55.0,116.0,Shank,105.0,13.0,6.163793
3492-12-1,NV14164,1582023,Precept Poly C.R. Load Ring,55.0,549.0,Load Ring,500.0,29.0,2.905282
3492-12-1,NV14211,1582022,Precept Poly Clip Ring,55.0,1320.0,Clip/Split Ring,1000.0,34.0,1.416667
3492-13-1,NV12111,1582025,Precept Poly C.R. Tulip,28.0,540.0,Tulip,500.0,29.0,1.503704
3492-13-1,NV14055,1590480,7.5 x 55mm Precept Screw Shank,28.0,110.0,Shank,100.0,13.0,3.309091
3492-13-1,NV14211,1582022,Precept Poly Clip Ring,28.0,1320.0,Clip/Split Ring,1000.0,34.0,0.721212
3492-13-1,NV14435,1582023,Precept Poly C.R. Load Ring,28.0,550.0,Load Ring,500.0,29.0,1.476364
3492-13-2,NV12108,1582025,Precept Poly C.R. Tulip,110.0,550.0,Tulip,500.0,29.0,5.8
3492-13-2,NV14211,1582022,Precept Poly Clip Ring,110.0,1320.0,Clip/Split Ring,1000.0,34.0,2.833333
3492-13-2,NV14399,1590480,7.5 x 55mm Precept Screw Shank,110.0,110.0,Shank,95.0,13.0,13.0
3492-13-2,NV14437,1582023,Precept Poly C.R. Load Ring,110.0,550.0,Load Ring,500.0,29.0,5.8
